姓名,城市,科室,职称,主执业医院,出诊医院,专业特长,挂号费,出诊时间,信息来源网址
张慧敏,青岛新世纪妇儿医院：市,新生儿及小婴儿科,资深医师,,青岛新世纪妇儿医院,曾参与救治多例超早产儿/极早产儿，最小参与胎龄27周早产儿救治。曾获“宁波市新生儿危重症救治竞赛”优秀奖、宁波市新生儿早期基本保健技术培训证书。 擅长新生儿相关疾病诊治，熟练气管插管、脐静脉置管及新生儿复苏、呼吸机使用、早产儿静脉营养管理，对于新生儿常见病如新生儿呼吸窘迫综合征、新生儿窒息、新生儿败血症、新生儿低血糖等的诊治熟练掌握。,¥200,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1757556053006070
张翠萍,青岛新世纪妇儿医院：市,慢性萎缩性胃炎专病门诊,主任医师,,青岛新世纪妇儿医院,主任医师，硕士研究生导师，教授。 广州南方医院博士后工作站访问学者，青岛大学医学院附属医院十佳医生，中华医学会青岛消化分会委员。获得本专业国家发明专利，主持多项省、市级课题，9项科研成果分别达国际先进及国内领先水平，先后获得山东省卫生厅、山东省教委、青岛市巾帼创新、青岛市科技进步及青岛大学科技进步一、二、三等10项奖励。发表SCI论文及中华等核心杂志论文30余篇。主编及参编著作多部。从事消化内科专业的科研及临床工作三十多年，临床经验丰富，特别在慢性萎缩性胃炎、消化性溃疡、功能性胃肠病、慢性腹泻、慢性肝病等疾病方面有自己独特的见解和丰富的治疗经验，运用中西医结合的方法，切实为患者解除病痛。,¥400,周四 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1682218766162934
张翠萍,青岛新世纪妇儿医院：市,胃食管反酸反流专病门诊,主任医师,,青岛新世纪妇儿医院,主任医师，硕士研究生导师，教授。 广州南方医院博士后工作站访问学者，青岛大学医学院附属医院十佳医生，中华医学会青岛消化分会委员。获得本专业国家发明专利，主持多项省、市级课题，9项科研成果分别达国际先进及国内领先水平，先后获得山东省卫生厅、山东省教委、青岛市巾帼创新、青岛市科技进步及青岛大学科技进步一、二、三等10项奖励。发表SCI论文及中华等核心杂志论文30余篇。主编及参编著作多部。从事消化内科专业的科研及临床工作三十多年，临床经验丰富，特别在慢性萎缩性胃炎、消化性溃疡、功能性胃肠病、慢性腹泻、慢性肝病等疾病方面有自己独特的见解和丰富的治疗经验，运用中西医结合的方法，切实为患者解除病痛。,¥400,周四 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1682218766162934
张翠萍,青岛新世纪妇儿医院：市,幽门螺旋杆菌杀菌根除门诊,主任医师,,青岛新世纪妇儿医院,主任医师，硕士研究生导师，教授。 广州南方医院博士后工作站访问学者，青岛大学医学院附属医院十佳医生，中华医学会青岛消化分会委员。获得本专业国家发明专利，主持多项省、市级课题，9项科研成果分别达国际先进及国内领先水平，先后获得山东省卫生厅、山东省教委、青岛市巾帼创新、青岛市科技进步及青岛大学科技进步一、二、三等10项奖励。发表SCI论文及中华等核心杂志论文30余篇。主编及参编著作多部。从事消化内科专业的科研及临床工作三十多年，临床经验丰富，特别在慢性萎缩性胃炎、消化性溃疡、功能性胃肠病、慢性腹泻、慢性肝病等疾病方面有自己独特的见解和丰富的治疗经验，运用中西医结合的方法，切实为患者解除病痛。,¥400,周四 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1682218766162934
张慧敏,青岛新世纪妇儿医院：市,新生儿黄疸门诊,资深医师,,青岛新世纪妇儿医院,曾参与救治多例超早产儿/极早产儿，最小参与胎龄27周早产儿救治。曾获“宁波市新生儿危重症救治竞赛”优秀奖、宁波市新生儿早期基本保健技术培训证书。 擅长新生儿相关疾病诊治，熟练气管插管、脐静脉置管及新生儿复苏、呼吸机使用、早产儿静脉营养管理，对于新生儿常见病如新生儿呼吸窘迫综合征、新生儿窒息、新生儿败血症、新生儿低血糖等的诊治熟练掌握。,¥200,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1757556053006070
张小华,青岛新世纪妇儿医院：市,幽门螺旋杆菌杀菌根除门诊,资深医师,,青岛新世纪妇儿医院,从事内科工作多年，对内科常见疾病具有丰富的诊疗经验。 能够熟练开展心电图工作的诊疗，熟练掌握危重症抢救。尤其擅长消化内科、心内科等常见疾病的诊断治疗。,¥200,周一、周二、周三、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1688970906771083
科室号,青岛新世纪妇儿医院：市,修复重建外科,资深医师,,青岛新世纪妇儿医院,运用显微外科技术、整形外科原则和骨科技术，对因创伤、肿瘤、感染或先天因素导致的体表及深部组织缺损、畸形与功能障碍，进行最大程度的解剖重建与功能恢复，实现肢体功能再造。 显微外科技术精湛，尤其在术前血管影像规划、游离组织瓣移植、穿支皮瓣技术、骨搬运技术等方面具有核心优势。,¥200,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1758529449012763
候梅,青岛新世纪妇儿医院：市,小儿癫痫门诊,主任医师,,青岛新世纪妇儿医院,"主任医师，硕士生导师。 青岛拔尖人才、首批青岛市医疗卫生优秀学科带头人。 青岛市妇女儿童医院原康复科主任。兼任中国妇幼保健协会儿童康复专委会副主委中国康复医学会儿童康复专委会副主委、罕见病康复学组组长，中国残疾人康复协会听力语言康复专委会副主委、语言障碍康复专委会常委，中华医学会儿科分会康复学组委员，中国抗癫痫协会理事、癫痫精准医学与药物不良反应监测委员会委员，山东省抗癫痫协会副会长,山东省康复医学会小儿神经康复分会主任委员、康复管理分会副主委，山东省医学会儿科分会康复学组组长，山东省医师协会康复医师分会副主委、儿科医师分会康复学组副组长，半岛儿童康复联盟主任等。曾在香港德国多家儿童康复机构观",¥400,周二、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592896579201652
张鑫,青岛新世纪妇儿医院：市,颈肩腰腿痛门诊,资深医师,,青岛新世纪妇儿医院,从事骨科临床工作多年。杨建平教授儿童骨科团队专家。 获日本及台湾足部辅具师认证。在多个国家、省、市级专业学会均有学术兼职，先后担任中国非公立医疗机构协会骨科专业委员会委员、山东省医学会手外科分会青年委员、山东省医师协会手足外科分会委员、山东省康复医学会手足康复分会委员、山东中医药学会足踝专业委员会委员、山东省疼痛学会骨外科专业委员会委员、青岛市创伤骨科学会委员、青岛市足踝外科学会委员、《JOURNAL of LYMPHOLOGY and ONCOLOGY》编委，青岛市市级健康科普专家。 专长儿童骨科、成人骨科等肌骨疾病的诊治、小儿骨折手法复位及手术治疗，拇外翻、马蹄内翻足、扁平足、X型腿、O型,¥200,周一、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1749521352235063
候梅,青岛新世纪妇儿医院：市,小儿康复科,主任医师,,青岛新世纪妇儿医院,"主任医师，硕士生导师。 青岛拔尖人才、首批青岛市医疗卫生优秀学科带头人。 青岛市妇女儿童医院原康复科主任。兼任中国妇幼保健协会儿童康复专委会副主委中国康复医学会儿童康复专委会副主委、罕见病康复学组组长，中国残疾人康复协会听力语言康复专委会副主委、语言障碍康复专委会常委，中华医学会儿科分会康复学组委员，中国抗癫痫协会理事、癫痫精准医学与药物不良反应监测委员会委员，山东省抗癫痫协会副会长,山东省康复医学会小儿神经康复分会主任委员、康复管理分会副主委，山东省医学会儿科分会康复学组组长，山东省医师协会康复医师分会副主委、儿科医师分会康复学组副组长，半岛儿童康复联盟主任等。曾在香港德国多家儿童康复机构观",¥400,周二、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592896579201652
张鑫,青岛新世纪妇儿医院：市,足踝甲病门诊,资深医师,,青岛新世纪妇儿医院,从事骨科临床工作多年。杨建平教授儿童骨科团队专家。 获日本及台湾足部辅具师认证。在多个国家、省、市级专业学会均有学术兼职，先后担任中国非公立医疗机构协会骨科专业委员会委员、山东省医学会手外科分会青年委员、山东省医师协会手足外科分会委员、山东省康复医学会手足康复分会委员、山东中医药学会足踝专业委员会委员、山东省疼痛学会骨外科专业委员会委员、青岛市创伤骨科学会委员、青岛市足踝外科学会委员、《JOURNAL of LYMPHOLOGY and ONCOLOGY》编委，青岛市市级健康科普专家。 专长儿童骨科、成人骨科等肌骨疾病的诊治、小儿骨折手法复位及手术治疗，拇外翻、马蹄内翻足、扁平足、X型腿、O型,¥200,周一、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1749521352235063
张鑫,青岛新世纪妇儿医院：市,瘢痕门诊,资深医师,,青岛新世纪妇儿医院,从事骨科临床工作多年。杨建平教授儿童骨科团队专家。 获日本及台湾足部辅具师认证。在多个国家、省、市级专业学会均有学术兼职，先后担任中国非公立医疗机构协会骨科专业委员会委员、山东省医学会手外科分会青年委员、山东省医师协会手足外科分会委员、山东省康复医学会手足康复分会委员、山东中医药学会足踝专业委员会委员、山东省疼痛学会骨外科专业委员会委员、青岛市创伤骨科学会委员、青岛市足踝外科学会委员、《JOURNAL of LYMPHOLOGY and ONCOLOGY》编委，青岛市市级健康科普专家。 专长儿童骨科、成人骨科等肌骨疾病的诊治、小儿骨折手法复位及手术治疗，拇外翻、马蹄内翻足、扁平足、X型腿、O型,¥200,周一、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1749521352235063
王琦,青岛新世纪妇儿医院：市,男性HPV筛查专病门诊,副主任医师,,青岛新世纪妇儿医院,副主任医师，教授。 国家医疗卫生对口帮扶突出贡献医疗专家、北京大学人民医院青岛医院妇科专家，现任青岛妇女儿童医院国际部（青岛新世纪妇儿医院）妇科中心主任。 兼任山东省医师协会妇科腹腔镜专业、中国妇幼保健协会放射介入专业等十余项专业委员。 发表发明论文专著专利数十项，获多项荣誉。 开创“葆宫葆育”特色专科门诊，以“精准、精细、精湛”的专业才能在公立三甲医院深耕近三十年。 擅长妇科常见病疑难病的精准微创手术、单孔腹腔镜、阴式手术和女性生殖系统修复术，包括治疗子宫肌瘤、子宫腺肌病、子宫内膜息肉、HPV感染、宫颈癌、子宫内膜癌；卵巢囊肿、卵巢肿瘤、卵巢癌；输卵管不通、积水、不孕症；子宫脱垂、尿失禁、阴,¥200,周一、周二、周三、周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1741609147339014
黄晓玲,青岛新世纪妇儿医院：市,语言迟缓/孤独症门诊,主任医师,,青岛新世纪妇儿医院,从事儿童保健工作三十余年，长期致力于儿童生长发育，发育行为及儿童营养性疾病诊治。 曾任中国妇幼保健协会第一届婴幼儿养育照护专业委员会常务委员、山东省预防医学会儿童保健分会生长发育专业委员会副主任委员、山东省妇幼保健协会第一届儿童早期发展专业委员会副主任委员、山东省医师协会第一、第二届青春期专业委员会常务委员、山东省心理卫生协会青少年心理卫生专业委员会委员、山东省医学会科学普及分会委员，山东省妇幼保健协会儿童保健分会副主任委员、山东省心理卫生协会儿童心理卫生专业委员会委员等多个职务。 擅长婴幼儿养育照护指导、主攻儿童生长发育性疾病（身高管理、骨龄深度解读，矮小、性早熟、肥胖），发育行为性疾病（智,¥400,周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1762235623835511
黄晓玲,青岛新世纪妇儿医院：市,学习困难/抽动症门诊,主任医师,,青岛新世纪妇儿医院,从事儿童保健工作三十余年，长期致力于儿童生长发育，发育行为及儿童营养性疾病诊治。 曾任中国妇幼保健协会第一届婴幼儿养育照护专业委员会常务委员、山东省预防医学会儿童保健分会生长发育专业委员会副主任委员、山东省妇幼保健协会第一届儿童早期发展专业委员会副主任委员、山东省医师协会第一、第二届青春期专业委员会常务委员、山东省心理卫生协会青少年心理卫生专业委员会委员、山东省医学会科学普及分会委员，山东省妇幼保健协会儿童保健分会副主任委员、山东省心理卫生协会儿童心理卫生专业委员会委员等多个职务。 擅长婴幼儿养育照护指导、主攻儿童生长发育性疾病（身高管理、骨龄深度解读，矮小、性早熟、肥胖），发育行为性疾病（智,¥400,周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1762235623835511
黄晓玲,青岛新世纪妇儿医院：市,睡眠问题/食物过敏门诊,主任医师,,青岛新世纪妇儿医院,从事儿童保健工作三十余年，长期致力于儿童生长发育，发育行为及儿童营养性疾病诊治。 曾任中国妇幼保健协会第一届婴幼儿养育照护专业委员会常务委员、山东省预防医学会儿童保健分会生长发育专业委员会副主任委员、山东省妇幼保健协会第一届儿童早期发展专业委员会副主任委员、山东省医师协会第一、第二届青春期专业委员会常务委员、山东省心理卫生协会青少年心理卫生专业委员会委员、山东省医学会科学普及分会委员，山东省妇幼保健协会儿童保健分会副主任委员、山东省心理卫生协会儿童心理卫生专业委员会委员等多个职务。 擅长婴幼儿养育照护指导、主攻儿童生长发育性疾病（身高管理、骨龄深度解读，矮小、性早熟、肥胖），发育行为性疾病（智,¥400,周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1762235623835511
田霞,青岛新世纪妇儿医院：市,口腔预防科,副主任医师,,青岛新世纪妇儿医院,"副主任医师；世界正畸协会(WFO)会员；中华口腔医学会正畸专业委员会(COS)会员；隐适美无托槽隐形矫治认证医师；时代天使隐形矫治认证医师；达芬奇隐形矫治认证医师。 从事口腔正畸工作二十年,擅长牙列不齐、地包天、门牙前突等各类儿童及成人牙颌畸形的矫正。 善于儿童和成人的牙列不齐，地包天，门牙前突等各类型牙齿畸形矫正，无托槽隐形矫治器的认证医生；对于龋病等儿童口腔常见病和疑难病有丰富的临床经验；低龄儿童和成人牙病的预防与控制管理；开展乳牙早失的间隙保持和牙合畸形早期防治。",¥200,周二 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592896830469779
黄晓玲,青岛新世纪妇儿医院：市,生长迟缓/营养门诊,主任医师,,青岛新世纪妇儿医院,从事儿童保健工作三十余年，长期致力于儿童生长发育，发育行为及儿童营养性疾病诊治。 曾任中国妇幼保健协会第一届婴幼儿养育照护专业委员会常务委员、山东省预防医学会儿童保健分会生长发育专业委员会副主任委员、山东省妇幼保健协会第一届儿童早期发展专业委员会副主任委员、山东省医师协会第一、第二届青春期专业委员会常务委员、山东省心理卫生协会青少年心理卫生专业委员会委员、山东省医学会科学普及分会委员，山东省妇幼保健协会儿童保健分会副主任委员、山东省心理卫生协会儿童心理卫生专业委员会委员等多个职务。 擅长婴幼儿养育照护指导、主攻儿童生长发育性疾病（身高管理、骨龄深度解读，矮小、性早熟、肥胖），发育行为性疾病（智,¥400,周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1762235623835511
周栾慧,青岛新世纪妇儿医院：市,口腔预防科,副主任医师,,青岛新世纪妇儿医院,副主任医师 。口腔医学硕士。 青岛市儿童牙病委员会副主委。 2006年毕业于滨州医学院口腔医学院，2009年获口腔硕士学位，2019年2月-8月在北京大学口腔医院专研学习儿童口腔疾病诊治。 擅长儿童口腔疾病的诊治，包括儿童龋病、牙髓病、根尖周病变的综合治疗、牙外伤的序列治疗、青少年错颌畸形的矫治，以及儿童口腔预防保健等。特别擅长儿童牙病的舒适化治疗（包括全身麻醉下儿童口腔疾病的综合治疗）与错颌畸形的早期矫治。,¥200,周四 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592881545553287
科室号,青岛新世纪妇儿医院：市,小儿骨科,资深医师,,青岛新世纪妇儿医院,致力于为0至18岁儿童及青少年提供全方位、精准化的骨骼肌肉系统疾病诊疗服务。 诊疗范围主要包括创伤骨折与脱位、先天性及发育性畸形以及其他常见疾病。,¥200,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1758700372431264
叶宋,青岛新世纪妇儿医院：市,口腔预防科,资深医师,,青岛新世纪妇儿医院,拥有多年临床工作经验，中华口腔医学会儿童口腔医学专业委员会专科会员。 擅长儿童口腔常见疾病的预防、诊断及治疗，包括龋病、牙髓病变、黏膜病、乳牙滞留、多生牙、牙外伤的序列治疗、面部外伤的精细缝合、乳牙早失的间隙管理、唇舌系带过短等；擅长舒适化全麻下口腔治疗、束缚治疗及行为诱导；擅长成人牙体、牙周疾病的治疗，牙齿美白，阻生牙的拔除，牙齿缺损的美学修复以及颌面部外伤的紧急处理和精细缝合等。,¥200,周一、周二、周三、周四、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1726019786292136
李林梦,青岛新世纪妇儿医院：市,口腔预防科,资深医师,,青岛新世纪妇儿医院,隐适美无托槽隐形矫治认证医师、时代天使隐形矫治认证医师。兼任中华口腔医学会会员。 擅长正畸治疗（儿童/成人）：儿童早期错颌畸形干预，牙列间隙管理（如反颌、下颌后缩、牙弓狭窄、牙列不齐等）；青少年及成人固定矫治（金属/陶瓷托槽、隐形矫正Invisalign）；正颌外科术前术后正畸联合治疗。 精研儿童牙科预防及综合治疗：乳牙龋病、牙髓病变无痛治疗 ；儿童牙外伤应急处理与序列治疗 ；乳牙早失间隙管理；低龄儿童口腔健康行为引导。 擅长全麻下口腔治疗、束缚治疗及牙科焦虑症的行为管理：适用于低龄儿童、特殊需求患者（如自闭症、极度牙科恐惧症）全麻下一次性完成多牙治疗、外科手术及与多学科联合治疗，提升治疗效率,¥200,周一、周二、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1599360360320764
张翠美,青岛新世纪妇儿医院：市,口腔预防科,资深医师,,青岛新世纪妇儿医院,中国牙病防治基金会健康口腔推广大使，舒立美早期矫治认证医师。兼任山东省青年医务工作者协会口腔医学分会委员、中华口腔医学会儿童口腔医学会专业委员会专科会员。于核心期刊及SCI发表论文数篇。 为儿童及成人提供精准高效的口腔医疗服务，精研儿童及成人全周期口腔健康管理，擅长多维度诊疗技术。 儿童领域：熟练开展龋齿、牙髓炎的根管治疗及活髓切断术、根尖周病的根管治疗。创新运用舒适化全麻治疗方案；精于儿童错颌畸形早期矫治，擅长处理牙外伤，颌面部创伤修复及舌系带矫正等手术，对多生牙，黏液腺囊肿切除及乳牙恒牙拔除经验丰富。 成人诊疗方面：专注于龋病、牙髓炎、根尖周炎的治疗，牙体缺损的美学修复、冠修复，牙齿美白，,¥200,周一、周二、周三、周四、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1581559991946927
张风华,青岛新世纪妇儿医院：市,儿童多动/抽动症门诊,主任医师,,青岛新世纪妇儿医院,主任医师，教授、博士生导师。 上海交通大学儿科学博士，青岛市拔尖人才、青岛市医疗卫生优秀学科带头人。 现任青岛妇女儿童医院儿童保健科主任，兼任中华医学会行为医学分会委员、中国优生科学协会妇幼健康管理分会副主任委员、中华医学会儿科分会发育行为学组委员兼华北协作组副组长、中国康复医学会言语康复专委会发育性言语语言障碍学组副组长、中华预防医学会心理行为学组委员、山东省医学会儿科分会发育行为学组副组长、山东省医院协会儿保分会副主任委员、山东省妇幼保健协会妇儿心理专委会副主委、山东省残疾儿童康复学会孤独症残疾儿童康复专委会副主任委员、山东省及青岛市卫健委孤独症筛查干预技术专家组成员、青岛市医学会儿科分会,¥400,周三 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592820687019434
刁玉荃,青岛新世纪妇儿医院：市,戒烟门诊,主任医师,,青岛新世纪妇儿医院,主任医师，博士 1997年毕业于青岛大学医学院，2002年在青岛市市立医院完成住院医师规范化培训，2006年获得心血管专业硕士学位，2014年获得内分泌专业博士学位，2017年在加拿大完成北美家庭医生培训项目。  拥有二十多年的临床工作经验，长期从事综合健康管理工作，将循证医学理念贯彻到实际工作中，擅长多系统疾病的综合管理，在政府的多次重大医疗保障任务中承担医疗负责人职责，并在国内外多种医学期刊上发表过数篇学术论文。 熟练掌握急危重症的诊治措施，在心血管和内分泌方向有所特长，在动脉硬化、血脂代谢的生化基础和基因变异方面有所研究。,¥400,周一、周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1715835798064253
仝桂平,青岛新世纪妇儿医院：市,青少年近视防控门诊,主任医师,,青岛新世纪妇儿医院,青岛妇女儿童医院小儿眼科主任； 中国妇幼保健协会儿童眼保健专业委员会常委。 从事小儿眼科临床工作26年，对小儿常见及疑难眼病，尤其先天性鼻泪管阻塞泪囊炎的探通治疗，眼睑、眼眶肿物，睑内翻倒睫手术，眼睑血管瘤的诊治有着丰富的临床经验。,¥400,周一 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592892747870519
仝桂平,青岛新世纪妇儿医院：市,远视储备门诊,主任医师,,青岛新世纪妇儿医院,青岛妇女儿童医院小儿眼科主任； 中国妇幼保健协会儿童眼保健专业委员会常委。 从事小儿眼科临床工作26年，对小儿常见及疑难眼病，尤其先天性鼻泪管阻塞泪囊炎的探通治疗，眼睑、眼眶肿物，睑内翻倒睫手术，眼睑血管瘤的诊治有着丰富的临床经验。,¥400,周一 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592892747870519
郭佃强,青岛新世纪妇儿医院：市,青少年近视防控门诊,副主任医师,,青岛新世纪妇儿医院,副主任医师，眼科学硕士。中国妇幼保健协会眼科学与眼保健分会委员，中国医药教育协会儿童眼科专业委员会委员，山东省妇幼保健协会儿童眼保健分会委员，山东省卫生信息与健康医疗大数据学会眼视光专业委员会委员，青岛市中西医结合学会眼科专业委员会委员。先后承担国家及省市级课题多项，获得国家发明专利3项。 擅长早产儿视网膜病变（ROP）诊治、玻璃体腔药物注射术、斜视弱视治疗、近视防控、多发性霰粒肿、泪道疾病等。,¥200,周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592892896288361
郭佃强,青岛新世纪妇儿医院：市,远视储备门诊,副主任医师,,青岛新世纪妇儿医院,副主任医师，眼科学硕士。中国妇幼保健协会眼科学与眼保健分会委员，中国医药教育协会儿童眼科专业委员会委员，山东省妇幼保健协会儿童眼保健分会委员，山东省卫生信息与健康医疗大数据学会眼视光专业委员会委员，青岛市中西医结合学会眼科专业委员会委员。先后承担国家及省市级课题多项，获得国家发明专利3项。 擅长早产儿视网膜病变（ROP）诊治、玻璃体腔药物注射术、斜视弱视治疗、近视防控、多发性霰粒肿、泪道疾病等。,¥200,周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592892896288361
刁婉丽,青岛新世纪妇儿医院：市,远视储备门诊,副主任医师,,青岛新世纪妇儿医院,副主任医师。从事眼科工作十余年，拥有三甲医院眼科工作经验，兼任山东省眼科学会视光学专业委员会委员、山东省体卫融合视觉康复委员会委员、青岛市眼与视觉科学专业委员会委员、国际近视防控与角膜塑形学会亚洲分会（IAOA)会员、中国视觉发展与康复（VDT）会员、蔡司全飞秒手术认证医师、阿玛仕全激光手术认证医师。 擅长儿童青少年个体化近视防控、过敏性结膜炎、干眼、激光类屈光不正矫正术、白内障等常见眼病的诊疗。,¥200,周一、周二、周三、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1745889807506348
刁婉丽,青岛新世纪妇儿医院：市,青少年近视防控门诊,副主任医师,,青岛新世纪妇儿医院,副主任医师。从事眼科工作十余年，拥有三甲医院眼科工作经验，兼任山东省眼科学会视光学专业委员会委员、山东省体卫融合视觉康复委员会委员、青岛市眼与视觉科学专业委员会委员、国际近视防控与角膜塑形学会亚洲分会（IAOA)会员、中国视觉发展与康复（VDT）会员、蔡司全飞秒手术认证医师、阿玛仕全激光手术认证医师。 擅长儿童青少年个体化近视防控、过敏性结膜炎、干眼、激光类屈光不正矫正术、白内障等常见眼病的诊疗。,¥200,周一、周二、周三、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1745889807506348
科室号,青岛新世纪妇儿医院：市,成人骨科,资深医师,,青岛新世纪妇儿医院,专注于成人骨骼系统的疾病诊断、治疗与康复，广泛应用椎间孔镜、关节镜等微创手术。 诊疗范围包括创伤骨科、手足外科、脊柱外科、关节外科、运动医学、骨病治疗等。,¥200,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1758700454833821
李洋,青岛新世纪妇儿医院：市,痤疮门诊,副主任医师,,青岛新世纪妇儿医院,北京协和医学院全日制博士，山东省医师协会皮肤科分会优秀中青年医师，两届青岛市卫生系统优秀中青年人才。 兼任山东省医师协会激光分会委员、中国研究型医院皮肤病分会委员，曾就职于青岛市市立医院皮肤病诊疗中心，累计诊疗服务患者7万人次。 青岛市副高系统考试全青岛第三名 （1300人），发表高水平论文15篇，最高影响因子达19分。 皮肤诊疗：擅长皮肤科常见病、少见病以及部分疑难性皮肤病的诊治，痤疮疤痕的再生材料修复。能够独立完成体表肿物切除，良恶性肿物切除的皮瓣修复、植皮手术，以及疤痕疙瘩的超减张缝合和皮片移植、核切。 医疗美容：擅长各种注射，包括丰唇、隆鼻、韧带提升、肉毒注射、私密注射、水光、苹果肌悬,¥200,周一、周二、周四、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1767063490492178
于周满,青岛新世纪妇儿医院：市,肛肠门诊,主任医师,,青岛新世纪妇儿医院,历任中国医师协会器官功能保护委员会委员、山东省医学会肛肠病学分会副主任委员、山东省医学会普外科实验外科分会委员、山东省研究型医院协会结直肠外科学分会常务委员、山东省研究型医院协会肠梗阻分会委员，青岛市医学会肛肠病学分会副主任委员、青岛市抗癌协会结直肠专业委员会副主任委员等十余项学术兼职。 擅长内痔、外痔、混合痔、各种复杂性肛瘘、肛裂、肛周脓肿、直肠产伤、肛门松弛、直肠脱垂等无痛手术，多数人随治随走，不影响生活；腹腔镜下阑尾手术、胆囊结石息肉切除、疝修补；乳腺增生结节保乳手术；成人包皮手术。,¥400,周三、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1768194962752168
李洋,青岛新世纪妇儿医院：市,黄褐斑门诊,副主任医师,,青岛新世纪妇儿医院,北京协和医学院全日制博士，山东省医师协会皮肤科分会优秀中青年医师，两届青岛市卫生系统优秀中青年人才。 兼任山东省医师协会激光分会委员、中国研究型医院皮肤病分会委员，曾就职于青岛市市立医院皮肤病诊疗中心，累计诊疗服务患者7万人次。 青岛市副高系统考试全青岛第三名 （1300人），发表高水平论文15篇，最高影响因子达19分。 皮肤诊疗：擅长皮肤科常见病、少见病以及部分疑难性皮肤病的诊治，痤疮疤痕的再生材料修复。能够独立完成体表肿物切除，良恶性肿物切除的皮瓣修复、植皮手术，以及疤痕疙瘩的超减张缝合和皮片移植、核切。 医疗美容：擅长各种注射，包括丰唇、隆鼻、韧带提升、肉毒注射、私密注射、水光、苹果肌悬,¥200,周一、周二、周四、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1767063490492178
